NODR30A,ALCTRY,ALCREC,IRALCFY,ALCYDAYS,TOTDRINK,IRSEX,AGE_YRS,BOOKED
15,15,1,240,4,240,1,20,1
1,15,1,48,2,48,2,26,2
8,17,1,104,4,104,1,22,2
12,17,1,96,3,96,1,22,2
1,12,1,48,2,48,2,22,2
2,17,1,12,2,12,2,30,2
4,15,1,208,4,208,1,22,2
1,18,1,15,2,15,2,24,2
4,16,1,36,2,36,1,35,2
5,17,1,24,2,24,1,26,2
3,16,1,36,2,36,2,20,2
1,18,1,10,1,10,2,19,2
15,15,1,208,4,208,1,24,1
3,16,1,52,3,52,1,35,2
3,17,1,104,4,104,1,24,2
2,12,1,260,4,260,1,35,1
3,14,1,156,4,156,1,20,2
18,15,1,84,3,84,1,18,2
6,14,1,348,5,348,1,35,2
2,7,1,180,4,180,1,15,2
2,15,1,156,4,156,1,26,1
1,13,1,1,1,1,2,15,2
1,17,1,5,1,5,1,30,1
2,17,1,48,2,48,2,20,2
7,12,1,48,2,48,1,17,2
1,18,1,12,2,12,2,26,2
6,20,1,3,1,3,2,24,1
1,13,1,96,3,96,2,35,1
7,18,1,120,4,120,2,21,2
3,15,1,60,3,60,2,18,2
2,15,1,48,2,48,2,17,2
3,20,1,6,1,52,1,20,2
2,14,1,24,2,24,1,16,2
2,18,1,156,4,156,2,35,2
3,18,1,24,2,24,1,35,2
3,14,1,52,3,52,1,30,2
1,21,1,14,2,36,2,21,2
2,18,1,48,2,48,2,22,2
1,17,1,48,2,48,2,26,2
1,22,1,52,3,52,2,50,2
1,19,1,12,2,12,1,30,1
3,16,1,156,4,156,2,35,2
9,16,1,36,2,36,1,17,2
4,19,1,52,3,52,1,24,2
4,14,1,48,2,48,2,19,1
2,18,1,36,2,36,1,24,2
8,14,1,104,4,104,1,20,1
15,13,1,228,4,228,2,22,2
1,13,1,240,4,240,1,30,2
2,16,1,10,1,10,1,35,2
2,14,1,104,4,104,1,30,1
12,15,1,144,4,144,2,22,1
2,18,1,2,1,2,1,20,2
5,17,1,156,4,156,2,18,2
30,10,1,144,4,144,1,21,2
9,11,1,156,4,156,1,26,1
10,15,1,240,4,240,1,22,1
5,19,1,104,4,104,1,35,1
3,15,1,5,1,5,2,22,2
1,12,1,208,4,208,2,35,2
2,12,1,260,4,260,1,24,2
3,12,1,156,4,156,2,20,2
3,15,1,48,2,48,1,19,1
5,15,1,260,4,260,1,50,1
6,14,1,288,4,288,2,30,2
2,14,1,104,4,104,1,19,1
11,16,1,108,4,108,1,19,2
9,10,1,364,5,364,1,35,2
5,12,1,48,2,48,2,35,2
3,12,1,48,2,48,1,19,2
2,21,1,4,1,4,2,24,2
2,14,1,24,2,24,1,24,2
1,18,1,20,2,20,1,30,2
1,18,1,104,4,104,2,35,2
14,16,1,57,3,57,2,24,2
5,14,1,10,1,10,2,21,2
6,15,1,208,4,208,1,20,1
10,14,1,104,4,104,1,26,1
3,17,1,312,5,312,2,35,2
4,8,1,240,4,240,1,65,2
1,16,1,10,1,10,2,50,2
2,16,1,48,2,48,2,35,2
1,21,1,2,1,2,1,22,2
2,9,1,343,5,360,1,35,2
5,9,1,156,4,156,1,16,2
6,16,1,36,2,36,2,35,1
8,16,1,208,4,208,1,30,2
1,14,1,72,3,72,1,21,2
6,12,1,104,4,104,2,30,2
10,15,1,130,4,300,1,16,2
2,12,1,5,1,5,1,30,1
3,19,1,5,1,5,2,26,2
4,13,1,72,3,72,2,21,2
1,6,1,52,3,52,1,12,2
10,12,1,36,2,36,2,17,2
2,15,1,208,4,208,2,22,2
5,15,1,260,4,260,1,19,1
5,14,1,208,4,208,1,30,1
2,18,1,144,4,144,2,35,2
11,13,1,36,2,36,1,19,2
4,12,1,20,2,20,1,19,2
3,14,1,52,3,52,1,26,1
8,16,1,104,4,104,1,22,1
1,13,1,24,2,24,2,17,2
1,17,1,3,1,3,2,35,2
2,18,1,104,4,104,2,35,2
6,13,1,72,3,72,1,16,2
5,18,1,1,1,1,2,18,2
4,17,1,3,1,3,2,17,2
4,14,1,12,2,12,1,24,1
6,8,1,52,3,52,1,26,1
3,16,1,260,4,260,1,26,2
3,5,1,52,3,52,1,21,1
1,20,1,36,2,36,2,50,2
1,14,1,8,1,24,2,14,2
1,21,1,5,1,5,1,21,2
2,14,1,260,4,260,1,35,1
6,18,1,48,2,48,1,35,2
1,19,1,12,2,12,2,22,1
2,20,1,20,2,20,1,35,2
7,8,1,48,2,48,2,16,2
4,15,1,104,4,104,1,18,2
4,14,1,156,4,156,2,16,2
3,16,1,104,4,104,1,35,2
1,17,1,3,1,3,2,30,1
2,17,1,52,3,52,2,35,2
5,14,1,12,2,12,2,30,2
1,18,1,52,3,52,2,50,2
3,14,1,84,3,84,1,26,1
2,19,1,60,3,60,2,30,2
6,17,1,104,4,104,2,20,2
5,16,1,156,4,156,1,24,1
3,22,1,48,2,48,1,65,1
4,13,1,4,1,4,2,22,2
1,21,1,36,2,36,1,30,2
6,15,1,52,3,52,1,17,2
3,11,1,52,3,52,1,24,1
1,6,1,312,5,312,1,24,2
4,13,1,52,3,52,2,35,2
4,17,1,60,3,60,1,24,1
1,11,1,156,4,156,1,30,2
5,14,1,104,4,104,2,20,2
3,18,1,48,2,48,1,30,2
5,17,1,36,2,36,1,20,2
1,14,1,216,4,216,2,30,2
2,14,1,156,4,156,1,35,2
4,15,1,260,4,260,1,20,2
7,17,1,365,5,365,2,50,1
1,10,1,5,1,5,1,35,2
3,18,1,36,2,36,1,20,1
2,18,1,324,5,324,2,35,2
1,15,1,1,1,1,1,15,2
1,15,1,3,1,3,2,35,2
6,10,1,15,2,15,1,22,2
6,10,1,208,4,208,2,17,1
1,18,1,48,2,48,2,50,2
6,16,1,104,4,104,1,35,1
1,12,1,208,4,208,2,35,2
1,15,1,20,2,20,2,22,2
2,15,1,36,2,36,1,22,2
2,22,1,36,2,36,2,35,2
1,16,1,208,4,208,1,24,2
1,18,1,364,5,364,1,65,2
20,16,1,156,4,156,2,30,2
1,13,1,20,2,20,2,16,2
2,30,1,260,4,260,1,35,2
1,14,1,104,4,104,2,24,1
1,16,1,52,3,52,1,65,2
9,9,1,208,4,208,1,21,1
5,14,1,104,4,104,1,19,2
3,15,1,84,3,84,1,20,2
2,12,1,84,3,84,1,22,2
2,22,1,10,1,10,2,35,2
3,15,1,24,2,24,2,17,1
2,23,1,12,2,12,2,24,2
1,21,1,52,3,52,2,35,2
3,15,1,24,2,24,2,26,2
10,18,1,156,4,156,1,30,2
2,13,1,12,2,12,2,16,2
10,12,1,12,2,12,2,26,2
2,16,1,104,4,104,2,22,2
3,16,1,52,3,52,1,35,2
5,14,1,52,3,52,2,17,2
3,17,1,208,4,208,2,20,1
1,17,1,144,4,144,2,22,2
2,15,1,260,4,260,1,35,2
1,21,1,36,2,36,2,22,2
3,14,1,260,4,260,2,35,2
3,1,1,36,2,36,1,35,1
2,16,1,48,2,48,2,35,2
2,8,1,260,4,260,1,20,1
7,16,1,10,1,10,1,20,1
3,15,1,114,4,312,2,15,2
5,11,1,180,4,180,2,17,2
2,5,1,36,2,36,2,24,2
10,12,1,36,2,36,1,35,2
1,18,1,12,2,12,2,50,2
2,14,1,10,1,10,1,35,2
1,15,1,10,1,10,2,50,2
3,15,1,52,3,52,1,22,2
3,16,1,156,4,156,1,26,1
3,15,1,24,2,24,2,18,2
15,14,1,104,4,104,1,18,1
1,20,1,52,3,52,1,65,2
3,15,1,12,2,12,1,35,2
4,12,1,180,4,180,1,30,1
5,12,1,60,3,60,1,22,2
7,12,1,4,1,4,2,15,2
5,16,1,60,3,60,1,22,2
1,12,1,72,3,72,2,35,1
3,15,1,120,4,120,1,30,2
8,10,1,330,5,330,1,35,2
2,16,1,156,4,156,1,35,2
2,16,1,12,2,12,2,17,2
4,17,1,104,4,104,2,24,2
4,14,1,208,4,208,2,35,1
8,15,1,60,3,60,2,19,2
2,16,1,15,2,15,2,20,2
1,11,1,104,4,104,2,35,2
2,16,1,60,3,60,1,19,2
2,21,1,52,3,52,2,30,2
2,14,1,6,1,6,2,24,2
3,18,1,12,2,12,2,22,2
1,16,1,2,1,2,2,16,2
2,16,1,156,4,156,1,35,2
5,17,1,72,3,72,1,19,2
2,19,1,36,2,36,1,35,2
1,20,1,208,4,208,1,30,2
2,18,1,208,4,208,1,26,2
2,5,1,156,4,156,1,24,2
6,15,1,156,4,156,2,19,2
6,13,1,260,4,260,1,35,1
2,14,1,10,1,10,1,35,1
2,17,1,52,3,52,1,24,2
2,12,1,24,2,24,2,30,1
4,13,1,260,4,260,1,24,2
4,16,1,91,3,104,1,17,2
2,16,1,156,4,156,1,24,2
1,17,1,12,2,12,2,24,2
4,18,1,12,2,12,1,21,2
2,10,1,144,4,144,2,19,2
3,14,1,96,3,96,2,22,2
7,18,1,12,2,12,2,22,2
2,7,1,365,5,365,1,50,2
8,15,1,104,4,104,1,21,2
4,16,1,48,2,48,2,21,2
3,17,1,72,3,72,1,35,1
12,11,1,208,4,208,1,50,1
8,16,1,36,2,36,1,21,2
1,18,1,52,3,52,2,65,2
3,16,1,104,4,104,1,24,2
4,21,1,104,4,104,1,30,2
1,10,1,8,1,8,2,35,2
2,20,1,24,2,24,2,50,2
5,16,1,3,1,3,2,20,2
3,15,1,104,4,104,2,16,2
1,14,1,312,5,312,1,50,1
2,15,1,52,3,52,2,17,2
2,18,1,36,2,36,1,22,2
2,16,1,52,3,52,2,50,2
1,14,1,24,2,24,2,35,2
7,13,1,312,5,312,1,22,2
1,12,1,72,3,72,2,35,2
3,15,1,6,1,6,2,16,2
1,16,1,260,4,260,2,30,2
1,15,1,52,3,52,2,19,2
2,15,1,156,4,156,1,35,2
2,19,1,52,3,52,2,24,2
3,12,1,104,4,104,2,18,2
1,16,1,104,4,104,2,21,2
4,16,1,52,3,52,1,19,2
1,15,1,36,2,36,2,26,2
2,14,1,36,2,36,2,35,2
2,16,1,104,4,104,2,65,2
2,15,1,36,2,36,2,35,2
1,19,1,7,1,7,2,21,2
6,16,1,15,2,15,1,17,2
2,16,1,12,2,12,2,26,2
3,8,1,104,4,104,2,19,2
3,18,1,10,1,10,1,20,2
2,18,1,24,2,24,2,50,1
9,16,1,364,5,364,1,30,2
2,15,1,4,1,4,2,22,2
2,14,1,156,4,156,1,30,1
5,15,1,16,2,16,1,30,1
2,16,1,24,2,24,1,65,2
3,13,1,36,2,36,2,15,2
1,14,1,156,4,156,2,35,2
2,16,1,300,5,300,2,24,1
3,18,1,48,2,48,1,30,2
3,16,1,120,4,120,1,21,2
6,17,1,72,3,72,1,26,2
2,16,1,52,3,52,1,50,2
3,14,1,104,4,104,2,19,2
10,16,1,72,3,72,1,20,2
6,16,1,24,2,24,2,35,2
7,21,1,52,3,52,2,22,2
2,15,1,12,2,12,2,17,2
5,15,1,104,4,104,1,30,2
2,17,1,12,2,12,2,50,2
1,15,1,104,4,104,2,65,2
2,20,1,36,2,36,2,30,2
6,16,1,96,3,96,1,24,2
2,14,1,104,4,104,2,35,2
2,21,1,24,2,24,2,24,2
1,15,1,10,1,10,2,21,2
1,15,1,52,3,52,1,18,2
5,16,1,260,4,260,1,22,1
3,15,1,260,4,260,1,50,2
3,21,1,48,2,48,1,22,2
6,12,1,24,2,24,1,35,1
3,15,1,156,4,156,1,35,1
4,18,1,12,2,12,2,22,2
1,12,1,12,2,12,2,35,2
2,16,1,36,2,36,2,35,2
2,14,1,6,1,6,2,21,2
1,16,1,6,1,6,2,19,2
8,10,1,52,3,52,1,19,2
1,15,1,156,4,156,1,50,2
2,14,1,104,4,104,2,30,2
1,18,1,52,3,52,2,24,2
2,9,1,36,2,36,1,12,2
1,12,1,1,1,1,1,15,1
2,16,1,7,1,7,1,21,2
7,12,1,104,4,104,1,21,1
1,18,1,1,1,1,2,24,2
1,14,1,52,3,52,2,35,2
3,18,1,144,4,144,1,24,1
3,20,1,11,1,24,1,20,2
2,16,1,104,4,104,2,22,2
4,18,1,96,3,96,1,35,1
1,16,1,48,2,48,2,26,2
6,15,1,20,2,20,1,19,2
2,19,1,208,4,208,2,50,2
3,16,1,24,2,24,2,18,2
13,12,1,12,2,12,1,30,2
7,15,1,2,1,2,1,17,2
2,13,1,1,1,1,1,13,1
1,18,1,104,4,104,2,65,2
2,18,1,52,3,52,1,65,2
1,17,1,25,2,25,2,24,2
1,18,1,24,2,24,2,65,2
5,12,1,156,4,156,1,26,1
21,13,1,347,5,372,2,35,2
2,15,1,30,2,30,2,22,2
2,19,1,52,3,52,2,22,2
3,12,1,9,1,9,1,16,2
1,21,1,10,1,10,2,35,2
1,50,1,156,4,156,2,65,2
12,14,1,4,1,4,1,15,2
8,15,1,1,1,1,1,15,2
2,14,1,33,2,52,2,15,1
2,13,1,48,2,48,1,24,1
4,13,1,104,4,104,2,24,1
1,12,1,156,4,156,1,16,1
5,12,1,36,2,36,1,24,1
14,11,1,180,4,180,1,35,2
1,17,1,5,1,5,2,20,2
2,17,1,48,2,48,2,35,2
3,14,1,36,2,36,1,35,2
2,18,1,104,4,104,1,50,2
4,13,1,300,5,300,1,26,2
1,22,1,52,3,52,2,35,2
3,18,1,260,4,260,2,35,2
5,15,1,104,4,104,2,19,2
3,14,1,156,4,156,2,22,2
1,18,1,48,2,48,2,35,1
7,12,1,60,3,60,1,21,2
2,11,1,48,2,48,2,14,2
2,17,1,24,2,24,2,35,2
3,16,1,20,2,20,2,19,2
2,15,1,12,2,12,2,35,2
4,16,1,260,4,260,1,35,1
5,16,1,24,2,24,2,18,2
3,12,1,120,4,120,2,22,1
2,18,1,208,4,208,1,50,2
2,14,1,3,1,3,1,50,1
9,15,1,7,1,7,2,18,2
6,15,1,24,2,24,1,17,2
6,15,1,52,3,52,2,22,1
3,16,1,260,4,260,2,19,1
2,18,1,52,3,52,1,35,2
2,16,1,104,4,104,2,24,2
2,18,1,312,5,312,2,50,2
4,14,1,24,2,24,1,35,2
3,18,1,15,2,15,1,26,2
10,16,1,60,3,60,1,20,1
10,14,1,104,4,104,2,21,2
4,11,1,24,2,24,2,14,2
3,16,1,36,2,36,2,35,1
3,13,1,156,4,156,1,21,2
3,15,1,156,4,156,1,35,2
5,12,1,208,4,208,1,22,1
1,16,1,24,2,24,2,35,2
1,21,1,12,2,12,2,24,2
1,12,1,24,2,24,1,18,1
2,12,1,6,1,6,1,35,2
2,2,1,72,3,72,1,50,2
2,16,1,104,4,104,1,21,2
3,15,1,12,2,12,2,24,2
3,16,1,300,5,300,1,19,2
2,16,1,96,3,96,1,35,2
6,14,1,120,4,120,1,22,2
2,14,1,104,4,104,1,24,1
3,17,1,156,4,156,1,26,2
5,11,1,52,3,52,2,35,2
2,14,1,104,4,104,2,22,2
1,16,1,312,5,312,2,35,2
2,17,1,36,2,36,2,24,2
10,14,1,104,4,104,1,16,1
2,14,1,20,2,20,2,30,2
2,16,1,300,5,300,1,50,2
8,17,1,9,1,9,1,24,2
6,15,1,104,4,104,2,30,1
2,18,1,24,2,24,1,26,2
7,16,1,156,4,156,1,21,2
4,16,1,120,4,120,1,30,1
4,21,1,48,2,48,1,22,2
2,16,1,36,2,36,1,30,2
1,16,1,104,4,104,1,35,2
3,18,1,104,4,104,2,30,2
1,23,1,30,2,30,2,35,2
3,16,1,104,4,104,2,35,2
20,14,1,208,4,208,1,17,2
6,17,1,104,4,104,1,20,1
9,12,1,217,4,228,2,13,1
6,17,1,156,4,156,1,35,2
2,20,1,60,3,60,2,35,2
8,11,1,72,3,72,1,20,2
6,14,1,104,4,104,2,16,2
5,14,1,48,2,48,2,22,1
1,15,1,52,3,52,1,20,1
2,19,1,60,3,60,1,24,2
2,16,1,52,3,52,2,35,2
6,13,1,36,2,36,2,20,2
3,16,1,104,4,104,2,35,2
4,15,1,208,4,208,2,26,1
15,16,1,52,3,52,2,24,2
3,17,1,48,2,48,2,35,2
3,16,1,104,4,104,1,20,2
1,16,1,7,1,7,2,22,2
15,14,1,35,2,35,1,18,2
1,15,1,6,1,6,2,26,1
3,18,1,60,3,60,2,30,2
5,16,1,104,4,104,2,19,2
3,15,1,204,4,204,1,21,1
1,16,1,52,3,52,1,22,2
1,20,1,104,4,104,1,50,1
3,16,1,12,2,12,2,50,2
5,14,1,240,4,240,2,16,2
5,9,1,260,4,260,1,26,1
1,18,1,36,2,36,2,35,2
1,10,1,156,4,156,1,22,2
6,14,1,60,3,60,1,35,2
1,14,1,260,4,260,2,30,2
1,16,1,52,3,52,2,20,2
7,14,1,104,4,104,1,20,2
7,18,1,25,2,25,1,19,2
2,16,1,36,2,36,2,24,2
50,12,1,52,3,52,1,22,2
2,14,1,72,3,72,2,22,2
2,15,1,208,4,208,1,50,2
5,12,1,144,4,144,2,24,2
2,16,1,24,2,24,2,30,2
1,16,1,48,2,48,2,35,2
1,16,1,208,4,208,1,50,2
2,15,1,364,5,364,1,24,2
3,21,1,2,1,2,2,35,2
1,16,1,60,3,60,2,24,2
8,15,1,36,2,36,1,20,2
2,15,1,72,3,72,1,35,2
1,15,1,2,1,2,1,35,1
2,17,1,36,2,36,2,30,2
6,16,1,156,4,156,1,26,1
1,21,1,5,1,5,2,50,2
3,16,1,260,4,260,1,20,1
5,13,1,208,4,208,2,16,2
1,17,1,4,1,4,2,17,2
7,18,1,48,2,48,1,22,2
2,14,1,36,2,36,1,24,2
4,16,1,156,4,156,1,30,2
6,15,1,104,4,104,1,20,2
1,21,1,2,1,2,1,35,2
2,21,1,52,3,52,1,35,2
2,18,1,104,4,104,2,35,2
5,13,1,156,4,156,1,22,2
1,19,1,3,1,3,1,21,2
3,17,1,156,4,156,1,24,2
1,12,1,156,4,156,2,30,2
1,14,1,72,3,72,2,22,2
7,12,1,36,2,36,1,17,1
2,16,1,260,4,260,1,35,2
2,18,1,156,4,156,1,65,2
5,18,1,12,2,12,2,21,2
3,21,1,156,4,156,1,24,2
1,35,1,36,2,36,2,50,2
5,13,1,208,4,208,1,22,2
2,13,1,48,2,48,1,30,2
12,13,1,364,5,364,1,24,1
3,18,1,10,1,10,2,35,2
3,11,1,208,4,208,1,22,1
5,15,1,24,2,24,2,22,2
4,10,1,156,4,156,1,17,1
3,15,1,312,5,312,1,35,2
11,12,1,104,4,104,2,15,2
12,14,1,104,4,104,1,35,1
1,20,1,36,2,36,2,50,2
3,18,1,48,2,48,2,20,2
3,14,1,84,3,84,2,26,2
3,18,1,4,1,4,1,18,2
5,17,1,48,2,48,2,24,2
10,17,1,48,2,48,1,19,1
48,15,1,24,2,24,1,17,2
6,15,1,72,3,72,1,26,2
1,16,1,5,1,5,2,35,2
3,14,1,156,4,156,1,35,1
1,21,1,36,2,36,2,22,2
5,14,1,52,3,52,1,26,2
6,17,1,84,3,84,2,19,2
7,12,1,5,1,5,2,19,1
2,15,1,364,5,364,1,35,1
2,18,1,104,4,104,2,26,2
1,18,1,2,1,2,2,35,2
2,9,1,260,4,260,1,35,1
7,12,1,156,4,156,1,21,1
1,16,1,60,3,60,1,22,2
13,16,1,156,4,156,1,50,2
6,17,1,208,4,208,1,20,2
1,15,1,6,1,6,2,35,2
4,21,1,3,1,52,2,21,2
3,17,1,60,3,60,1,24,2
1,22,1,10,1,10,2,35,2
1,12,1,240,4,240,1,35,2
5,18,1,12,2,12,1,26,1
10,12,1,24,2,24,1,22,1
4,15,1,48,2,48,1,16,2
5,11,1,52,3,52,1,24,1
3,16,1,312,5,312,1,24,1
6,16,1,10,1,10,2,17,2
2,17,1,52,3,52,1,50,2
2,20,1,36,2,36,2,24,2
2,21,1,156,4,156,1,30,1
8,16,1,48,2,48,1,18,2
5,11,1,48,2,48,1,19,1
5,13,1,208,4,208,2,18,2
1,16,1,312,5,312,2,21,1
1,21,1,5,1,5,2,35,2
7,15,1,34,2,34,2,20,2
2,12,1,52,3,52,2,35,1
15,12,1,36,2,36,2,15,2
6,18,1,60,3,60,2,20,2
1,12,1,25,2,25,1,24,2
4,16,1,24,2,24,1,35,2
5,15,1,12,2,12,1,16,1
2,13,1,120,4,120,2,30,2
12,18,1,208,4,208,1,20,2
2,14,1,156,4,156,2,30,2
15,12,1,104,4,104,1,16,2
7,14,1,104,4,104,2,18,2
4,20,1,10,1,10,1,30,2
1,18,1,52,3,52,1,30,2
4,16,1,48,2,48,2,35,2
1,17,1,36,2,36,1,35,2
2,16,1,52,3,52,2,50,2
17,11,1,36,2,36,1,15,1
6,17,1,208,4,208,1,22,2
3,21,1,260,4,260,1,50,2
2,21,1,104,4,104,1,30,2
6,15,1,144,4,144,1,19,2
2,12,1,52,3,52,1,35,2
4,13,1,36,2,36,2,22,2
10,11,1,52,3,52,2,16,2
2,18,1,312,5,312,1,50,2
1,18,1,20,2,20,2,35,2
3,18,1,24,2,24,2,30,2
12,12,1,120,4,120,2,16,1
4,21,1,95,3,156,2,21,2
4,14,1,52,3,52,1,26,1
2,16,1,52,3,52,2,35,2
2,18,1,104,4,104,2,35,2
4,10,1,104,4,104,2,20,2
6,16,1,3,1,3,1,17,2
2,15,1,10,1,10,2,26,2
7,13,1,156,4,156,1,17,1
1,14,1,30,2,30,1,20,1
10,10,1,104,4,104,2,22,2
2,16,1,156,4,156,1,35,2
3,18,1,30,2,30,1,26,2
5,10,1,260,4,260,1,15,2
9,14,1,264,4,264,2,21,1
3,21,1,20,2,20,2,26,2
6,12,1,208,4,208,1,21,1
2,18,1,260,4,260,1,50,2
1,16,1,36,2,36,2,24,1
8,12,1,120,4,120,1,21,1
2,16,1,15,2,15,1,19,2
1,18,1,52,3,52,2,22,2
8,12,1,48,2,48,1,26,1
3,16,1,24,2,24,1,22,1
3,18,1,240,4,240,2,22,2
3,20,1,36,2,36,2,26,2
3,22,1,120,4,120,1,24,2
2,5,1,10,1,10,1,35,1
2,15,1,52,3,52,2,30,2
2,14,1,52,3,52,2,35,2
2,21,1,120,4,120,2,30,2
1,16,1,5,1,5,1,50,1
3,16,1,104,4,104,1,24,2
1,15,1,120,4,120,2,50,2
6,21,1,156,4,156,1,50,1
12,18,1,104,4,104,2,22,2
1,20,1,24,2,24,1,65,2
2,16,1,104,4,104,1,35,1
20,18,1,48,2,48,2,20,2
1,18,1,52,3,52,1,22,2
3,19,1,312,5,312,1,35,1
4,15,1,52,3,52,2,24,2
2,16,1,5,1,5,1,35,2
3,8,1,36,2,36,1,35,2
4,12,1,52,3,52,2,30,2
10,14,1,12,2,12,1,16,2
5,30,1,1,1,1,2,35,2
8,14,1,120,4,120,1,17,1
6,13,1,24,2,24,1,15,2
1,7,1,96,3,96,1,26,2
5,16,1,52,3,52,2,24,2
3,14,1,52,3,52,1,26,2
1,22,1,104,4,104,2,30,2
8,12,1,52,3,52,1,17,2
2,4,1,104,4,104,2,16,2
4,16,1,36,2,36,2,30,2
3,19,1,24,2,24,2,26,2
2,18,1,36,2,36,2,26,2
4,17,1,24,2,24,2,21,2
1,17,1,52,3,52,2,22,2
1,15,1,13,2,13,1,16,2
3,16,1,12,2,12,1,19,1
1,18,1,24,2,24,1,35,2
5,18,1,56,3,104,1,18,2
6,21,1,48,2,48,2,35,2
9,19,1,156,4,156,1,21,2
5,17,1,20,2,20,2,18,2
4,8,1,96,3,96,1,35,2
1,12,1,156,4,156,1,19,2
1,17,1,208,4,208,2,35,2
2,16,1,10,1,10,2,19,2
2,15,1,156,4,156,2,30,2
3,18,1,96,3,96,1,35,2
6,16,1,156,4,156,1,24,2
2,16,1,15,2,15,2,30,2
3,13,1,120,4,120,1,20,1
3,9,1,260,4,260,1,18,1
3,15,1,260,4,260,1,26,1
2,16,1,12,2,12,2,22,2
6,10,1,48,2,48,2,26,1
2,18,1,24,2,24,2,50,2
3,15,1,364,5,364,1,24,2
2,20,1,36,2,36,2,30,2
3,19,1,260,4,260,1,35,2
2,15,1,350,5,350,2,35,2
2,15,1,72,3,72,1,35,1
7,16,1,104,4,104,2,18,2
2,18,1,364,5,364,2,50,2
7,15,1,260,4,260,1,21,1
12,13,1,260,4,260,1,18,1
6,14,1,208,4,208,2,24,2
3,13,1,52,3,52,2,24,2
4,16,1,60,3,60,1,22,2
2,14,1,15,2,15,2,30,2
5,15,1,3,1,3,1,15,1
1,6,1,2,1,2,1,12,2
4,18,1,104,4,104,1,22,2
1,22,1,12,2,12,2,50,2
2,15,1,36,2,36,2,18,2
6,14,1,104,4,104,1,24,1
1,21,1,52,3,52,1,35,2
6,15,1,156,4,156,1,21,1
6,12,1,36,2,3,2,35,1
15,15,1,104,4,104,1,21,1
1,18,1,12,2,12,2,19,2
8,13,1,104,4,104,1,20,1
1,17,1,25,2,25,1,18,1
3,16,1,14,2,14,1,21,2
6,8,1,364,5,364,1,22,1
3,19,1,10,1,10,2,24,2
2,21,1,180,4,180,1,50,2
5,17,1,312,5,312,1,50,1
6,14,1,52,3,52,1,22,2
2,15,1,48,2,48,2,26,2
2,13,1,24,2,24,2,30,1
2,17,1,300,5,300,1,21,2
1,16,1,24,2,24,1,65,2
4,12,1,156,4,156,2,21,2
4,13,1,52,3,52,1,15,2
2,22,1,6,1,6,2,22,2
5,16,1,3,1,3,1,16,2
2,14,1,104,4,104,2,22,2
2,18,1,48,2,48,1,35,2
2,16,1,20,2,20,2,35,2
6,5,1,72,3,72,2,24,2
1,14,1,52,3,52,2,30,2
1,21,1,1,1,1,2,21,2
6,16,1,4,1,4,1,18,2
7,8,1,312,5,312,1,14,1
3,18,1,72,3,72,2,35,1
4,20,1,240,4,240,2,35,2
1,18,1,1,1,1,2,65,2
2,12,1,48,2,48,1,30,2
2,13,1,24,2,24,2,18,1
3,14,1,48,2,48,1,24,1
2,18,1,168,4,168,1,26,2
6,14,1,156,4,156,1,26,1
2,18,1,52,3,52,1,50,2
2,17,1,156,4,156,2,24,2
1,17,1,36,2,36,2,65,2
1,16,1,6,1,6,2,24,2
3,9,1,208,4,208,1,21,1
6,11,1,156,4,156,1,24,1
2,16,1,260,4,260,2,35,2
4,17,1,36,2,36,2,20,2
2,17,1,48,2,48,2,19,2
5,14,1,100,4,100,1,21,1
2,14,1,260,4,260,1,24,1
1,16,1,1,1,1,2,16,2
1,18,1,12,2,12,1,35,2
4,12,1,104,4,104,2,20,1
5,15,1,120,4,120,1,20,2
4,14,1,156,4,156,2,30,1
6,15,1,36,2,36,2,16,2
9,18,1,96,3,96,1,21,2
3,10,1,84,3,84,1,35,2
1,21,1,336,5,336,2,35,2
2,14,1,24,2,24,1,16,2
3,16,1,12,2,12,1,22,2
6,16,1,96,3,96,2,20,2
2,21,1,5,1,5,2,24,2
1,19,1,208,4,208,2,50,2
4,17,1,48,2,48,2,22,2
10,15,1,96,3,96,1,35,1
6,13,1,24,2,24,2,17,2
14,15,1,208,4,208,1,22,2
1,16,1,52,3,52,2,26,2
8,13,1,156,4,156,1,22,1
1,16,1,240,4,240,2,24,2
3,16,1,60,3,60,1,35,2
3,15,1,104,4,104,1,26,2
2,16,1,104,4,104,2,26,2
7,16,1,48,2,48,1,26,1
2,20,1,36,2,36,1,35,1
2,21,1,3,1,3,2,30,2
3,16,1,7,1,7,2,20,2
3,14,1,104,4,104,1,35,2
1,12,1,52,3,52,1,14,2
2,16,1,120,4,120,2,20,2
1,16,1,30,2,30,2,35,2
3,21,1,96,3,96,1,35,2
1,12,1,36,2,36,1,20,2
1,14,1,104,4,104,2,16,1
1,17,1,36,2,36,1,35,1
2,20,1,104,4,104,2,50,2
2,5,1,5,1,5,1,22,2
2,16,1,260,4,260,1,35,2
5,16,1,52,3,52,2,24,2
4,14,1,36,2,36,1,35,1
4,9,1,72,3,72,2,15,2
3,21,1,12,2,12,2,22,2
12,14,1,2,1,2,1,15,2
1,16,1,60,3,60,1,18,2
5,16,1,25,2,25,2,22,2
1,16,1,36,2,36,2,19,2
1,20,1,12,2,12,1,30,2
1,21,1,36,2,36,2,26,2
3,15,1,48,2,48,2,17,2
1,16,1,12,2,12,2,24,2
